ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1434398,2.188,0.000,4.973,0.000,fromnumeric.py:40(_wrapit)
1587065,1.683,0.000,7.080,0.000,fromnumeric.py:53(_wrapfunc)
934262,0.503,0.000,0.503,0.000,fromnumeric.py:72(<dictcomp>)
934262,1.636,0.000,5.469,0.000,fromnumeric.py:71(_wrapreduction)
1434398,0.221,0.000,0.221,0.000,fromnumeric.py:195(_reshape_dispatcher)
1434398,0.747,0.000,7.481,0.000,fromnumeric.py:200(reshape)
2,0.000,0.000,0.000,0.000,fromnumeric.py:1021(_argsort_dispatcher)
2,0.000,0.000,0.000,0.000,fromnumeric.py:1025(argsort)
86590,0.013,0.000,0.013,0.000,fromnumeric.py:1232(_argmin_dispatcher)
86590,0.128,0.000,0.320,0.000,fromnumeric.py:1236(argmin)
96009,0.014,0.000,0.014,0.000,fromnumeric.py:1764(_ravel_dispatcher)
96009,0.102,0.000,0.189,0.000,fromnumeric.py:1768(ravel)
65933,0.011,0.000,0.011,0.000,fromnumeric.py:1877(_nonzero_dispatcher)
65933,0.044,0.000,0.197,0.000,fromnumeric.py:1881(nonzero)
717199,0.125,0.000,0.125,0.000,fromnumeric.py:1976(_shape_dispatcher)
717199,0.232,0.000,0.232,0.000,fromnumeric.py:1980(shape)
142,0.000,0.000,0.000,0.000,fromnumeric.py:2096(_clip_dispatcher)
142,0.000,0.000,0.001,0.000,fromnumeric.py:2100(clip)
75636,0.015,0.000,0.015,0.000,fromnumeric.py:2317(_any_dispatcher)
75636,0.096,0.000,0.770,0.000,fromnumeric.py:2322(any)
9561,0.002,0.000,0.002,0.000,fromnumeric.py:2416(_all_dispatcher)
9561,0.012,0.000,0.063,0.000,fromnumeric.py:2421(all)
783132,0.124,0.000,0.124,0.000,fromnumeric.py:2687(_max_dispatcher)
717199,0.762,0.000,4.694,0.000,fromnumeric.py:2692(max)
65933,0.093,0.000,0.570,0.000,fromnumeric.py:2814(amax)
65933,0.014,0.000,0.014,0.000,fromnumeric.py:2831(_min_dispatcher)
65933,0.072,0.000,0.405,0.000,fromnumeric.py:2957(amin)
284,0.000,0.000,0.000,0.000,fromnumeric.py:3172(_ndim_dispatcher)
284,0.001,0.000,0.001,0.000,fromnumeric.py:3176(ndim)
65996,0.013,0.000,0.013,0.000,fromnumeric.py:3380(_mean_dispatcher)
65996,0.154,0.000,1.024,0.000,fromnumeric.py:3385(mean)
63,0.000,0.000,0.000,0.000,fromnumeric.py:3508(_std_dispatcher)
63,0.000,0.000,0.004,0.000,fromnumeric.py:3513(std)
131866,0.050,0.000,0.410,0.000,_methods.py:47(_sum)
66218,0.031,0.000,0.242,0.000,_methods.py:55(_any)
792619,0.320,0.000,2.986,0.000,_methods.py:61(_all)
66059,0.257,0.000,0.277,0.000,_methods.py:67(_count_reduce_items)
142,0.001,0.000,0.001,0.000,_methods.py:90(_clip)
65996,0.299,0.000,0.870,0.000,_methods.py:101(_mean)
63,0.002,0.000,0.003,0.000,_methods.py:135(_var)
63,0.000,0.000,0.004,0.000,_methods.py:204(_std)
378,0.000,0.000,0.001,0.000,_ufunc_config.py:452(_no_nep50_warning)
5,0.000,0.000,0.000,0.000,_asarray.py:108(<setcomp>)
5,0.000,0.000,0.000,0.000,_asarray.py:27(require)
144,0.000,0.000,0.000,0.000,getlimits.py:484(__new__)
710,0.000,0.000,0.000,0.000,einsumfunc.py:1001(_einsum_dispatcher)
142,0.000,0.000,0.001,0.000,einsumfunc.py:1009(einsum)
197799,0.037,0.000,0.037,0.000,linalg.py:2379(_norm_dispatcher)
197799,1.050,0.000,2.119,0.000,linalg.py:2383(norm)
9419,0.002,0.000,0.002,0.000,twodim_base.py:230(_diag_dispatcher)
9419,0.049,0.000,0.063,0.000,twodim_base.py:234(diag)
31,0.000,0.000,0.000,0.000,typing.py:1340(cast)
994,0.000,0.000,0.000,0.000,stride_tricks.py:25(_maybe_view_as_subclass)
1988,0.000,0.000,0.000,0.000,stride_tricks.py:345(<genexpr>)
994,0.007,0.000,0.010,0.000,stride_tricks.py:340(_broadcast_to)
568,0.000,0.000,0.000,0.000,stride_tricks.py:363(_broadcast_to_dispatcher)
568,0.000,0.000,0.005,0.000,stride_tricks.py:367(broadcast_to)
142,0.001,0.000,0.001,0.000,stride_tricks.py:416(_broadcast_shape)
142,0.000,0.000,0.000,0.000,stride_tricks.py:476(_broadcast_arrays_dispatcher)
142,0.000,0.000,0.000,0.000,stride_tricks.py:538(<listcomp>)
568,0.000,0.000,0.000,0.000,stride_tricks.py:542(<genexpr>)
142,0.000,0.000,0.006,0.000,stride_tricks.py:546(<listcomp>)
142,0.001,0.000,0.008,0.000,stride_tricks.py:480(broadcast_arrays)
994,0.001,0.000,0.001,0.000,function_base.py:348(iterable)
65933,0.013,0.000,0.013,0.000,function_base.py:393(_average_dispatcher)
65933,0.755,0.000,2.024,0.000,function_base.py:398(average)
197941,0.035,0.000,0.035,0.000,function_base.py:869(_copy_dispatcher)
197941,0.072,0.000,0.259,0.000,function_base.py:873(copy)
66059,0.015,0.000,0.015,0.000,function_base.py:1320(_diff_dispatcher)
66059,0.496,0.000,0.552,0.000,function_base.py:1324(diff)
86590,0.015,0.000,0.015,0.000,function_base.py:5558(_append_dispatcher)
86590,0.324,0.000,0.530,0.000,function_base.py:5562(append)
65933,0.028,0.000,0.037,0.000,arraysetops.py:125(_unpack_tuple)
65933,0.015,0.000,0.015,0.000,arraysetops.py:133(_unique_dispatcher)
65933,0.118,0.000,2.235,0.000,arraysetops.py:138(unique)
65933,1.069,0.000,2.069,0.000,arraysetops.py:323(_unique1d)
1,0.000,0.000,0.000,0.000,{method 'disable' of '_lsprof.Profiler' objects}
9487,0.008,0.000,0.045,0.000,{method 'all' of 'numpy.ndarray' objects}
285,0.000,0.000,0.001,0.000,{method 'any' of 'numpy.ndarray' objects}
86590,0.094,0.000,0.094,0.000,{method 'argmin' of 'numpy.ndarray' objects}
65935,0.146,0.000,0.146,0.000,{method 'argsort' of 'numpy.ndarray' objects}
35705,0.042,0.000,0.042,0.000,{method 'astype' of 'numpy.ndarray' objects}
142,0.000,0.000,0.001,0.000,{method 'clip' of 'numpy.ndarray' objects}
197799,0.076,0.000,0.076,0.000,{method 'conj' of 'numpy.ndarray' objects}
9419,0.009,0.000,0.009,0.000,{method 'copy' of 'numpy.ndarray' objects}
65933,0.066,0.000,0.066,0.000,{method 'flatten' of 'numpy.ndarray' objects}
1,0.000,0.000,0.000,0.000,{method 'item' of 'numpy.ndarray' objects}
65933,0.060,0.000,0.060,0.000,{method 'nonzero' of 'numpy.ndarray' objects}
96151,0.052,0.000,0.052,0.000,{method 'ravel' of 'numpy.ndarray' objects}
1500899,1.333,0.000,1.333,0.000,{method 'reshape' of 'numpy.ndarray' objects}
65933,0.088,0.000,0.088,0.000,{method 'sort' of 'numpy.ndarray' objects}
131866,0.104,0.000,0.513,0.000,{method 'sum' of 'numpy.ndarray' objects}
16867,0.009,0.000,0.009,0.000,{method 'tobytes' of 'numpy.ndarray' objects}
661875,0.996,0.000,0.996,0.000,{built-in method numpy.array}
2463347,1.431,0.000,1.431,0.000,{built-in method numpy.asarray}
673416,0.136,0.000,0.136,0.000,{built-in method numpy.asanyarray}
76914,0.060,0.000,0.060,0.000,{built-in method numpy.zeros}
141375,0.108,0.000,0.108,0.000,{built-in method numpy.empty}
142,0.001,0.000,0.001,0.000,{built-in method numpy.core._multiarray_umath.c_einsum}
132118,0.042,0.000,0.042,0.000,{built-in method numpy.core._multiarray_umath.normalize_axis_index}
994,0.000,0.000,0.000,0.000,{method '__exit__' of 'numpy.nditer' objects}
65933,0.153,0.000,0.395,0.000,{method 'any' of 'numpy.generic' objects}
2122953,7.047,0.000,7.047,0.000,{method 'reduce' of 'numpy.ufunc' objects}
1,0.000,0.000,0.000,0.000,copy.py:66(copy)
1,0.000,0.000,0.000,0.000,copy.py:107(_copy_immutable)
65933,9.834,0.000,55.496,0.001,match_three_d.py:113(loss)
3507,0.001,0.000,0.001,0.000,{built-in method unicodedata.east_asian_width}
1,0.000,0.000,0.000,0.000,six.py:194(find_spec)
73,0.367,0.005,0.367,0.005,{imread}
75,0.000,0.000,0.000,0.000,__init__.py:33(using_copy_on_write)
4,0.000,0.000,0.000,0.000,__init__.py:43(using_pyarrow_string_dtype)
3,0.000,0.000,0.000,0.000,config.py:127(_get_single_key)
3,0.000,0.000,0.000,0.000,config.py:145(_get_option)
3,0.000,0.000,0.000,0.000,config.py:271(__call__)
3,0.000,0.000,0.000,0.000,config.py:615(_select_options)
3,0.000,0.000,0.000,0.000,config.py:633(_get_root)
6,0.000,0.000,0.000,0.000,config.py:647(_get_deprecated_option)
3,0.000,0.000,0.000,0.000,config.py:674(_translate_key)
3,0.000,0.000,0.000,0.000,config.py:686(_warn_if_deprecated)
1,0.000,0.000,0.000,0.000,{built-in method pandas._libs.missing.isnaobj}
1,0.000,0.000,0.000,0.000,_optional.py:81(import_optional_dependency)
1,0.000,0.000,0.000,0.000,missing.py:101(isna)
1,0.000,0.000,0.000,0.000,missing.py:184(_isna)
2,0.000,0.000,0.000,0.000,inference.py:105(is_file_like)
1,0.000,0.000,0.000,0.000,base.py:510(find)
349,0.000,0.000,0.000,0.000,generic.py:37(_check)
3,0.000,0.000,0.000,0.000,inference.py:273(is_dict_like)
11,0.000,0.000,0.000,0.000,inference.py:334(is_hashable)
349,0.000,0.000,0.000,0.000,generic.py:42(_instancecheck)
9,0.000,0.000,0.000,0.000,inference.py:300(<genexpr>)
1,0.000,0.000,0.000,0.000,missing.py:261(_isna_array)
1,0.000,0.000,0.000,0.000,missing.py:305(_isna_string_dtype)
1,0.000,0.000,0.000,0.000,missing.py:464(array_equivalent)
1,0.000,0.000,0.000,0.000,missing.py:562(_array_equivalent_object)
2,0.000,0.000,0.000,0.000,common.py:91(ensure_python_int)
2,0.000,0.000,0.000,0.000,common.py:123(<lambda>)
2,0.000,0.000,0.000,0.000,common.py:121(classes)
2,0.000,0.000,0.000,0.000,common.py:137(is_object_dtype)
1,0.000,0.000,0.000,0.000,common.py:514(is_string_or_object_np_dtype)
9,0.000,0.000,0.000,0.000,common.py:1255(is_1d_only_ea_dtype)
6,0.000,0.000,0.000,0.000,common.py:1322(is_ea_or_datetimelike_dtype)
2,0.000,0.000,0.000,0.000,common.py:1425(_is_dtype_type)
6,0.000,0.000,0.000,0.000,common.py:1581(<genexpr>)
3,0.000,0.000,0.000,0.000,common.py:1562(validate_all_hashable)
2,0.000,0.000,0.000,0.000,common.py:1587(pandas_dtype)
3,0.000,0.000,0.000,0.000,cast.py:119(maybe_convert_platform)
9,0.000,0.000,0.000,0.000,concat.py:73(<listcomp>)
4,0.000,0.000,0.000,0.000,cast.py:1147(maybe_infer_to_datetimelike)
74,0.000,0.000,0.000,0.000,cast.py:1359(np_find_common_type)
9,0.000,0.000,0.000,0.000,concat.py:52(concat_compat)
296,0.000,0.000,0.000,0.000,cast.py:1430(<genexpr>)
148,0.000,0.000,0.000,0.000,cast.py:1439(<genexpr>)
148,0.000,0.000,0.000,0.000,cast.py:1441(<genexpr>)
296,0.000,0.000,0.000,0.000,cast.py:1446(<genexpr>)
74,0.001,0.000,0.002,0.000,cast.py:1400(find_common_type)
4,0.000,0.000,0.000,0.000,cast.py:1544(construct_1d_object_array_from_listlike)
14,0.000,0.000,0.000,0.000,construction.py:419(extract_array)
81,0.000,0.000,0.000,0.000,construction.py:484(ensure_wrapped_if_datetimelike)
14,0.000,0.000,0.001,0.000,construction.py:518(sanitize_array)
4,0.000,0.000,0.000,0.000,construction.py:665(_sanitize_non_ordered)
14,0.000,0.000,0.000,0.000,construction.py:673(_sanitize_ndim)
14,0.000,0.000,0.000,0.000,construction.py:712(_sanitize_str_dtypes)
14,0.000,0.000,0.000,0.000,construction.py:732(_maybe_repeat)
1,0.000,0.000,0.000,0.000,construction.py:743(_try_cast)
74,0.000,0.000,0.001,0.000,common.py:96(is_bool_indexer)
2,0.000,0.000,0.000,0.000,common.py:189(<genexpr>)
1,0.000,0.000,0.000,0.000,common.py:185(all_none)
1,0.000,0.000,0.000,0.000,common.py:296(maybe_iterable_to_list)
74,0.000,0.000,0.000,0.000,common.py:367(apply_if_callable)
11,0.000,0.000,0.000,0.000,common.py:556(require_length_match)
74,0.000,0.000,0.000,0.000,utils.py:62(is_list_like_indexer)
4,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_scalar}
78,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_iterator}
74,0.000,0.000,0.000,0.000,{pandas._libs.lib.item_from_zerodim}
1,0.000,0.000,0.000,0.000,{pandas._libs.lib.array_equivalent_object}
2,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_all_arraylike}
153,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_integer}
2,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_bool}
97,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_list_like}
7,0.000,0.000,0.000,0.000,{pandas._libs.lib.maybe_convert_objects}
83,0.000,0.000,0.000,0.000,{pandas._libs.lib.dtypes_all_equal}
159,0.000,0.000,0.000,0.000,{pandas._libs.lib.is_np_dtype}
1,0.000,0.000,0.000,0.000,_validators.py:226(validate_bool_kwarg)
1,0.000,0.000,0.000,0.000,_validators.py:450(check_dtype_backend)
1,0.000,0.000,0.000,0.000,missing.py:971(clean_reindex_fill_method)
2,0.000,0.000,0.000,0.000,{pandas._libs.algos.ensure_object}
1,0.000,0.000,0.000,0.000,function.py:64(__call__)
1,0.000,0.000,0.000,0.000,nanops.py:482(nanany)
1,0.000,0.000,0.000,0.000,base.py:836(__iter__)
76,0.000,0.000,0.000,0.000,flags.py:57(allows_duplicate_labels)
79,0.000,0.000,0.000,0.000,flags.py:53(__init__)
76,0.000,0.000,0.000,0.000,flags.py:89(allows_duplicate_labels)
74,0.000,0.000,0.001,0.000,frame.py:653(_sliced_from_mgr)
74,0.000,0.000,0.001,0.000,frame.py:656(_constructor_sliced_from_mgr)
1,0.000,0.000,0.003,0.003,frame.py:668(__init__)
74,0.001,0.000,0.009,0.000,frame.py:3779(_ixs)
79,0.000,0.000,0.000,0.000,generic.py:274(__init__)
75,0.000,0.000,0.001,0.000,generic.py:335(_from_mgr)
76,0.000,0.000,0.000,0.000,generic.py:358(attrs)
152,0.000,0.000,0.000,0.000,generic.py:393(flags)
2,0.000,0.000,0.000,0.000,generic.py:487(_validate_dtype)
76,0.000,0.000,0.000,0.000,generic.py:548(_get_axis_number)
75,0.000,0.000,0.000,0.000,generic.py:562(_get_axis)
3,0.000,0.000,0.000,0.000,generic.py:760(_set_axis)
74,0.000,0.000,0.000,0.000,generic.py:4314(_set_is_copy)
2,0.000,0.000,0.000,0.000,generic.py:5509(<genexpr>)
1,0.000,0.000,0.000,0.000,generic.py:5266(reindex)
76,0.001,0.000,0.001,0.000,generic.py:6145(__finalize__)
3,0.000,0.000,0.000,0.000,generic.py:6187(__getattr__)
226,0.000,0.000,0.000,0.000,generic.py:6204(__setattr__)
1,0.000,0.000,0.000,0.000,generic.py:6551(copy)
1,0.000,0.000,0.000,0.000,generic.py:8399(isna)
74,0.000,0.000,0.000,0.000,indexing.py:150(iloc)
74,0.000,0.000,0.013,0.000,indexing.py:1139(__getitem__)
74,0.000,0.000,0.001,0.000,indexing.py:1629(_validate_integer)
74,0.001,0.000,0.012,0.000,indexing.py:1681(_getitem_axis)
74,0.000,0.000,0.000,0.000,indexing.py:2678(check_dict_or_set_indexers)
2,0.000,0.000,0.000,0.000,base.py:538(<genexpr>)
3,0.000,0.000,0.001,0.000,base.py:477(__new__)
3,0.000,0.000,0.000,0.000,base.py:573(_ensure_array)
3,0.000,0.000,0.000,0.000,base.py:591(_dtype_to_subclass)
3,0.000,0.000,0.000,0.000,base.py:648(_simple_new)
1,0.000,0.000,0.000,0.000,base.py:790(is_)
4,0.000,0.000,0.000,0.000,base.py:830(_reset_identity)
90,0.000,0.000,0.000,0.000,base.py:908(__len__)
2,0.000,0.000,0.000,0.000,base.py:973(dtype)
2,0.000,0.000,0.000,0.000,base.py:1656(name)
3,0.000,0.000,0.000,0.000,base.py:5126(_values)
1,0.000,0.000,0.000,0.000,base.py:5518(equals)
2,0.000,0.000,0.000,0.000,base.py:5634(<genexpr>)
1,0.000,0.000,0.000,0.000,base.py:5609(identical)
10,0.000,0.000,0.001,0.000,base.py:7512(ensure_index)
7,0.000,0.000,0.000,0.000,base.py:7607(maybe_extract_name)
1,0.000,0.000,0.000,0.000,{method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
3,0.000,0.000,0.000,0.000,{method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
1,0.000,0.000,0.000,0.000,range.py:134(__new__)
1,0.000,0.000,0.000,0.000,range.py:198(_simple_new)
1,0.000,0.000,0.000,0.000,range.py:213(_validate_dtype)
74,0.000,0.000,0.000,0.000,range.py:464(__iter__)
85,0.000,0.000,0.000,0.000,range.py:963(__len__)
75,0.000,0.000,0.000,0.000,range.py:973(__getitem__)
5,0.000,0.000,0.000,0.000,blocks.py:187(is_extension)
5,0.000,0.000,0.000,0.000,blocks.py:192(_can_consolidate)
5,0.000,0.000,0.000,0.000,blocks.py:198(_consolidate_key)
74,0.000,0.000,0.000,0.000,blocks.py:222(external_values)
226,0.000,0.000,0.000,0.000,blocks.py:239(mgr_locs)
7,0.000,0.000,0.000,0.000,blocks.py:583(dtype)
1,0.000,0.000,0.000,0.000,blocks.py:639(copy)
666,0.000,0.000,0.000,0.000,blocks.py:1007(iget)
4,0.000,0.000,0.000,0.000,blocks.py:2317(maybe_coerce_values)
83,0.000,0.000,0.000,0.000,blocks.py:2346(get_block_type)
2,0.000,0.000,0.000,0.000,blocks.py:2375(new_block_2d)
76,0.000,0.000,0.001,0.000,blocks.py:2388(new_block)
4,0.000,0.000,0.000,0.000,blocks.py:2467(extend_blocks)
74,0.000,0.000,0.000,0.000,blocks.py:2586(external_values)
76,0.000,0.000,0.000,0.000,base.py:61(__len__)
3,0.000,0.000,0.000,0.000,base.py:71(<genexpr>)
1,0.000,0.000,0.000,0.000,base.py:69(shape)
3,0.000,0.000,0.000,0.000,base.py:73(_validate_set_axis)
148,0.000,0.000,0.000,0.000,base.py:301(array)
74,0.000,0.000,0.002,0.000,base.py:347(interleaved_dtype)
3,0.000,0.000,0.000,0.000,managers.py:225(set_axis)
76,0.000,0.000,0.000,0.000,managers.py:235(items)
148,0.000,0.000,0.000,0.000,managers.py:294(<listcomp>)
148,0.000,0.000,0.000,0.000,managers.py:282(arrays)
1,0.000,0.000,0.000,0.000,managers.py:335(<dictcomp>)
1,0.000,0.000,0.000,0.000,managers.py:308(apply)
1,0.000,0.000,0.000,0.000,managers.py:540(copy)
1,0.000,0.000,0.000,0.000,managers.py:896(__init__)
74,0.000,0.000,0.000,0.000,managers.py:967(<listcomp>)
74,0.002,0.000,0.006,0.000,managers.py:941(fast_xs)
1,0.000,0.000,0.000,0.000,managers.py:1726(is_consolidated)
1,0.000,0.000,0.000,0.000,managers.py:1740(<listcomp>)
1,0.000,0.000,0.000,0.000,managers.py:1734(_consolidate_check)
1,0.000,0.000,0.000,0.000,managers.py:1744(_consolidate_inplace)
1,0.000,0.000,0.000,0.000,managers.py:1790(ndim)
77,0.000,0.000,0.000,0.000,managers.py:1799(__init__)
1,0.000,0.000,0.000,0.000,managers.py:1812(from_blocks)
2,0.000,0.000,0.000,0.000,managers.py:1825(from_array)
76,0.000,0.000,0.000,0.000,managers.py:1902(_block)
74,0.000,0.000,0.001,0.000,managers.py:1956(external_values)
5,0.000,0.000,0.000,0.000,managers.py:1960(internal_values)
1,0.000,0.000,0.001,0.001,managers.py:2068(create_block_manager_from_column_arrays)
9,0.000,0.000,0.000,0.000,managers.py:2124(_grouping_func)
1,0.000,0.000,0.000,0.000,managers.py:2137(_form_blocks)
5,0.000,0.000,0.000,0.000,managers.py:2194(_stack_arrays)
10,0.000,0.000,0.000,0.000,managers.py:2212(<lambda>)
1,0.000,0.000,0.000,0.000,managers.py:2207(_consolidate)
2,0.000,0.000,0.000,0.000,managers.py:2233(<listcomp>)
2,0.000,0.000,0.000,0.000,managers.py:2242(<listcomp>)
3,0.000,0.000,0.000,0.000,managers.py:2224(_merge_blocks)
1,0.000,0.000,0.001,0.001,construction.py:96(arrays_to_mgr)
1,0.000,0.000,0.000,0.000,construction.py:196(mgr_to_mgr)
1,0.000,0.000,0.000,0.000,construction.py:487(<listcomp>)
1,0.000,0.000,0.003,0.003,construction.py:423(dict_to_mgr)
1,0.000,0.000,0.000,0.000,construction.py:596(_homogenize)
1,0.000,0.000,0.000,0.000,common.py:121(close)
1,0.000,0.000,0.000,0.000,common.py:145(is_url)
3,0.000,0.000,0.000,0.000,common.py:173(_expand_user)
1,0.000,0.000,0.000,0.000,common.py:192(validate_header_arg)
2,0.000,0.000,0.000,0.000,common.py:233(stringify_path)
1,0.000,0.000,0.000,0.000,common.py:277(is_fsspec_url)
1,0.000,0.000,0.001,0.001,common.py:289(_get_filepath_or_buffer)
1,0.000,0.000,0.000,0.000,common.py:503(get_compression_method)
1,0.000,0.000,0.000,0.000,common.py:538(infer_compression)
1,0.000,0.000,0.002,0.002,common.py:652(get_handle)
1,0.000,0.000,0.000,0.000,common.py:1107(_maybe_memory_map)
2,0.000,0.000,0.001,0.000,common.py:1155(_is_binary_mode)
1,0.000,0.000,0.000,0.000,common.py:1176(_get_binary_io_classes)
4,0.000,0.000,0.000,0.000,common.py:1219(<genexpr>)
2,0.000,0.000,0.000,0.000,common.py:1194(is_potential_multi_index)
1,0.000,0.000,0.000,0.000,common.py:1223(dedup_names)
1,0.000,0.000,0.000,0.000,<string>:2(__init__)
3/2,0.000,0.000,0.002,0.001,series.py:371(__init__)
1,0.000,0.000,0.001,0.001,series.py:524(_init_dict)
1,0.000,0.000,0.000,0.000,series.py:577(_constructor)
1,0.000,0.000,0.000,0.000,series.py:581(_constructor_from_mgr)
4,0.000,0.000,0.000,0.000,series.py:653(name)
3,0.000,0.000,0.000,0.000,series.py:703(name)
74,0.000,0.000,0.001,0.000,series.py:708(values)
5,0.000,0.000,0.000,0.000,series.py:750(_values)
2,0.000,0.000,0.000,0.000,series.py:821(__len__)
4,0.000,0.000,0.000,0.000,series.py:1381(_clear_item_cache)
1,0.000,0.000,0.000,0.000,series.py:4965(reindex)
1,0.000,0.000,0.000,0.000,series.py:5483(isna)
1,0.000,0.000,0.000,0.000,series.py:6095(_reduce)
1,0.000,0.000,0.000,0.000,series.py:6136(any)
2,0.000,0.000,0.000,0.000,readers.py:518(validate_integer)
1,0.000,0.000,0.000,0.000,readers.py:550(_validate_names)
1,0.000,0.000,0.006,0.006,readers.py:574(_read)
1,0.000,0.000,0.006,0.006,readers.py:848(read_csv)
1,0.000,0.000,0.003,0.003,readers.py:1403(__init__)
1,0.000,0.000,0.000,0.000,readers.py:1450(close)
1,0.000,0.000,0.000,0.000,readers.py:1455(_get_options_with_defaults)
1,0.000,0.000,0.000,0.000,readers.py:1502(_check_file_or_buffer)
1,0.000,0.000,0.000,0.000,readers.py:1513(_clean_options)
1,0.000,0.000,0.003,0.003,readers.py:1673(_make_engine)
1,0.000,0.000,0.004,0.004,readers.py:1732(read)
1,0.000,0.000,0.000,0.000,readers.py:1779(__enter__)
1,0.000,0.000,0.000,0.000,readers.py:1782(__exit__)
1,0.000,0.000,0.000,0.000,readers.py:1850(_clean_na_values)
1,0.000,0.000,0.000,0.000,readers.py:1925(_refine_defaults_read)
1,0.000,0.000,0.000,0.000,readers.py:2055(_extract_dialect)
1,0.000,0.000,0.000,0.000,readers.py:2153(_validate_skipfooter)
1,0.000,0.000,0.000,0.000,base_parser.py:114(__init__)
1,0.000,0.000,0.000,0.000,base_parser.py:234(<setcomp>)
1,0.000,0.000,0.000,0.000,base_parser.py:246(<listcomp>)
1,0.000,0.000,0.000,0.000,base_parser.py:190(_validate_parse_dates_presence)
1,0.000,0.000,0.000,0.000,base_parser.py:254(_has_complex_date_col)
1,0.000,0.000,0.000,0.000,base_parser.py:278(_extract_multi_indexer_columns)
1,0.000,0.000,0.000,0.000,base_parser.py:349(_maybe_make_multi_index_columns)
1,0.000,0.000,0.000,0.000,base_parser.py:361(_make_index)
1,0.000,0.000,0.000,0.000,base_parser.py:600(_set_noconvert_dtype_columns)
1,0.000,0.000,0.000,0.000,base_parser.py:861(_do_date_conversions)
1,0.000,0.000,0.000,0.000,base_parser.py:883(_check_data_length)
1,0.000,0.000,0.000,0.000,base_parser.py:976(_validate_usecols_arg)
1,0.000,0.000,0.000,0.000,base_parser.py:1113(_make_date_converter)
1,0.000,0.000,0.000,0.000,base_parser.py:1247(_process_date_conversion)
1,0.000,0.000,0.000,0.000,base_parser.py:1404(_validate_parse_dates_arg)
3,0.000,0.000,0.000,0.000,base_parser.py:1425(is_index_col)
1,0.001,0.001,0.001,0.001,c_parser_wrapper.py:60(__init__)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:194(close)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:212(<dictcomp>)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:213(<listcomp>)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:201(_set_noconvert_columns)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:326(<listcomp>)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:330(<dictcomp>)
1,0.000,0.000,0.001,0.001,c_parser_wrapper.py:222(read)
9,0.000,0.000,0.000,0.000,c_parser_wrapper.py:367(<listcomp>)
9,0.000,0.000,0.000,0.000,c_parser_wrapper.py:369(<setcomp>)
9,0.000,0.000,0.000,0.000,c_parser_wrapper.py:370(<setcomp>)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:355(_concatenate_chunks)
1,0.000,0.000,0.000,0.000,c_parser_wrapper.py:392(ensure_dtype_objs)
1,0.000,0.000,0.000,0.000,{method 'close' of 'pandas._libs.parsers.TextReader' objects}
1,0.000,0.000,0.000,0.000,{method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
142,0.000,0.000,0.000,0.000,_optimize.py:135(_wrap_callback)
7096,0.002,0.000,0.002,0.000,_optimize.py:156(_call_callback_maybe_halt)
284,0.000,0.000,0.000,0.000,_optimize.py:221(__getattr__)
142,0.005,0.000,58.808,0.414,_minimize.py:51(minimize)
142,0.000,0.000,0.000,0.000,_optimize.py:267(_check_unknown_options)
142,0.000,0.000,0.000,0.000,_optimize.py:375(hess)
142,0.001,0.000,0.913,0.006,_optimize.py:295(_prepare_scalar_function)
142,0.001,0.000,0.001,0.000,_minimize.py:1019(standardize_constraints)
142,0.001,0.000,0.005,0.000,_minimize.py:991(_validate_bounds)
1,0.000,0.000,0.000,0.000,_numdiff.py:90(_eps_for_method)
568,0.000,0.000,0.000,0.000,_base.py:1461(issparse)
284,0.001,0.000,0.001,0.000,_sputils.py:216(isintlike)
142,0.000,0.000,0.002,0.000,_sputils.py:238(isshape)
142,0.000,0.000,0.001,0.000,_interface.py:144(__new__)
142,0.000,0.000,0.002,0.000,_interface.py:159(__init__)
78,0.001,0.000,0.001,0.000,{method 'acquire' of '_multiprocessing.SemLock' objects}
78,0.000,0.000,0.000,0.000,{method 'release' of '_multiprocessing.SemLock' objects}
9419,0.305,0.000,0.434,0.000,_numdiff.py:11(_adjust_scheme_to_bounds)
28257,0.011,0.000,0.018,0.000,_numdiff.py:204(<genexpr>)
9419,0.022,0.000,0.040,0.000,_numdiff.py:193(_prepare_bounds)
56514,0.193,0.000,48.565,0.001,_numdiff.py:455(fun_wrapped)
9419,0.353,0.000,50.153,0.005,_numdiff.py:275(approx_derivative)
